material_id,formula_pretty,symmetry.crystal_system,symmetry.number,bulk_modulus.vrh,shear_modulus.vrh,youngs_modulus_vrh
mp-bhx,NpSn3,Cubic,221,54.061,16.852,45.797323137933915
mp-bii,ScPt,Cubic,221,137.028,37.91,104.12741221486256
mp-bis,BaZn,Cubic,221,20.356,14.528,35.20804952642997
mp-bjf,YCd,Cubic,221,56.99,28.662,73.64063086078383
mp-bjm,CoPt3,Cubic,221,227.99,87.071,231.7151171079099
mp-bjw,ScGa3,Cubic,221,73.065,45.318,112.66152147531503
mp-bkr,NbZn3,Cubic,221,118.284,74.397,184.5077629348001
mp-bks,BaB6,Cubic,221,141.127,129.899,298.2039935602227
mp-cdhkk,Si3N2,Cubic,221,142.078,72.85,186.64882204198088
mp-cdhkw,Ge3N2,Cubic,221,99.291,52.658,134.2425899620861
mp-cdhlf,V3Ag,Cubic,221,159.817,28.888,81.73903923169382
mp-cdhnd,ZnGe3,Cubic,221,61.403,5.969,17.344963996887124
mp-cdhpb,ZnHg3,Cubic,221,21.227,3.365,9.58833778301465
mp-cdhut,Zr3Pt,Cubic,221,128.477,16.539,47.57551540413465
mp-cdhva,Tm3P,Cubic,221,60.974,21.319,57.28106674957525
mp-cdhyi,YbTh3,Cubic,221,44.763,31.315,76.18040690442261
mp-cdhzz,ZrH3,Cubic,221,129.755,78.184,195.32159504031458
mp-cdiap,U3C,Cubic,221,177.966,70.859,187.6694856711042
mp-cdicq,TbY3,Cubic,221,39.722,23.922,59.76788518953371
mp-cdidt,Tl3Hg,Cubic,221,26.92,8.347,22.6953119283558
mp-cdike,YbMg,Cubic,221,24.014,13.027,33.09635004525738
mp-cdjjg,ScRu3,Cubic,221,203.337,64.747,175.60243324421498
mp-cdjka,La3Hf,Cubic,221,40.645,21.816,55.515452970761935
mp-cdjlk,MgCr,Cubic,221,57.229,33.265,83.59764317986652
mp-cdjql,LiTl3,Cubic,221,26.317,7.189,19.767079370791738
mp-cdjsa,NdTm3,Cubic,221,40.739,23.677,59.50344583738879
mp-cdjwg,SbRh3,Cubic,221,205.763,100.722,259.7783989019667
mp-cdkem,LuTh3,Cubic,221,51.667,34.157,83.96741068841919
mp-cdkie,LuRu3,Cubic,221,191.106,58.922,160.29218269644437
mp-cdkpe,PdAu3,Cubic,221,143.059,22.521,64.19440788092929
mp-cdkqj,PaAl3,Cubic,221,93.654,66.056,160.44607950019883
mp-cdkyc,Nd3Sm,Cubic,221,34.408,19.689,49.60526557809182
mp-cdlil,RuRh3,Cubic,221,265.771,166.99,414.2161681649855
mp-cdlju,PtRh3,Cubic,221,252.972,132.714,338.8808520036338
mp-cdlkt,Pt3Rh,Cubic,221,248.019,78.168,212.20997017604677
mp-cdlnd,Ru3I,Cubic,221,200.1,82.095,216.65587453014746
mp-cdlth,Hg3Pd,Cubic,221,68.071,5.286,15.45787690633368
mp-cdltr,K3Tl,Cubic,221,5.574,2.908,7.431621395822718
mp-cdmbj,KPr3,Cubic,221,21.468,6.489,17.685140535736952
mp-cdmcv,NdY3,Cubic,221,38.765,21.65,54.7563177353293
mp-cdmga,Rb3In,Cubic,221,4.908,2.719,6.885493779739723
mp-cdmua,RbF3,Cubic,221,20.725,3.405,9.68462374199451
mp-cdmwt,RbCa3,Cubic,221,11.416,5.159,13.450815743395841
mp-cdmyx,Mn3S,Cubic,221,179.718,51.052,139.90821852709053
mp-cdnbr,InSb3,Cubic,221,44.916,8.082,22.87404612476371
mp-cdngo,Pr3Hf,Cubic,221,43.976,24.977,63.00307171855581
mp-cdngp,Pr3Er,Cubic,221,34.921,19.5,49.319873976968196
mp-cdnho,NdGe3,Cubic,221,69.174,22.539,60.992584897049035
mp-cdnmr,PrSm3,Cubic,221,35.965,21.072,52.88709762962618
mp-cdnug,NaLa3,Cubic,221,21.316,6.803,18.446590606493196
mp-cdnuw,Li3Cr,Cubic,221,22.421,6.546,17.896337763687352
mp-cdnwv,PrGe3,Cubic,221,69.29,22.594,61.13685582129965
mp-cdnzu,PrDy3,Cubic,221,38.535,23.324,58.224798710132504
mp-cdoku,LiLa3,Cubic,221,30.515,10.268,27.697368508933046
mp-cdorc,HoTh3,Cubic,221,52.284,33.704,83.22812938978568
mp-cdowj,Hf3Au,Cubic,221,122.505,10.695,31.17770226858095
mp-cdoye,NiAg3,Cubic,221,127.322,28.17,78.70547003920652
mp-cdoyq,NiAu3,Cubic,221,144.369,20.114,57.664015114039294
mp-cdozf,Ni3Bi,Cubic,221,136.809,40.924,111.64026144619154
mp-cdpbb,Ni3Sb,Cubic,221,164.639,57.89,155.45030307698164
mp-cdpbk,NaMg3,Cubic,221,24.546,8.351,22.501223505592215
mp-blp,LuIn3,Cubic,221,54.557,25.507,66.20362088086354
mp-cdppo,PrAs3,Cubic,221,75.341,20.306,55.89625709518571
mp-cdpsw,OsAu3,Cubic,221,183.641,15.146,44.222240175667636
mp-cdqcz,HfH3,Cubic,221,141.255,84.832,212.04705776872456
mp-cdqdl,Zr3Tl,Cubic,221,96.017,46.953,121.1166905738439
mp-cdqth,ZnMo3,Cubic,221,217.767,57.605,158.81173082657904
mp-cdrdx,Mg3Cd,Cubic,221,37.897,13.932,37.23332813050939
mp-cdref,Mg3Ga,Cubic,221,41.632,12.543,34.194890707877676
mp-cdreg,Mg3Hg,Cubic,221,40.931,13.677,36.91888021543196
mp-cdrek,Mg3Mn,Cubic,221,44.054,20.217,52.6040823341799
mp-cdrel,Mg3Mo,Cubic,221,72.683,52.21,126.37142470741031
mp-cdres,Mg3Sn,Cubic,221,41.535,20.038,51.7861560531792
mp-cdrfb,Mg3Re,Cubic,221,80.582,30.25,80.65725047427168
mp-cdrfc,Mg3Ta,Cubic,221,69.102,42.454,105.7131116752082
mp-cdrmo,Sc3Al,Cubic,221,64.254,43.099,105.67049369755915
mp-cdrms,SmAs3,Cubic,221,77.887,17.374,48.51466385962116
mp-cdrmx,SmTh3,Cubic,221,52.79,34.028,84.02916392062288
mp-cdrne,SmTm3,Cubic,221,41.344,25.23,62.89599549784942
mp-cdryb,Sm3Hf,Cubic,221,47.667,28.35,70.97848889122328
mp-cdrzb,SmY3,Cubic,221,39.02,22.803,57.255725531412885
mp-cdsem,Th3Mg,Cubic,221,52.8,28.975,73.48322881921283
mp-cdsgf,Th3Be,Cubic,221,62.166,29.253,75.86003301027573
mp-cdshj,Th3Au,Cubic,221,72.964,15.655,43.830288939956596
mp-cdsqf,Tl3Cd,Cubic,221,27.4,6.46,17.96792240018047
mp-cdsvz,Dy3Y,Cubic,221,40.892,25.48,63.29378114959908
mp-cdswd,YGa3,Cubic,221,69.461,42.645,106.20121701563174
mp-cdtpw,RbYb3,Cubic,221,9.676,5.944,14.801192268100193
mp-cdtqf,Yb3V,Cubic,221,20.968,14.683,35.71291963859925
mp-cdtqq,Yb3Mg,Cubic,221,18.16,9.45,24.1593618019709
mp-cdtqx,Yb3Ti,Cubic,221,20.615,14.63,35.49365217391305
mp-cdtrs,YbP3,Cubic,221,77.34,35.155,91.58787049686535
mp-cdtsj,YbPr3,Cubic,221,28.124,14.306,36.695894687772345
mp-cdtsw,TmTh3,Cubic,221,52.713,33.632,83.20127935923574
mp-cdtut,YbDy3,Cubic,221,33.683,19.241,48.489911272757496
mp-cduad,TiOs3,Cubic,221,308.449,110.247,295.5310595918864
mp-cdure,TmSi3,Cubic,221,89.137,32.813,87.6801036192976
mp-cdvcs,Sr3Cr,Cubic,221,14.914,8.285,20.97162596413148
mp-cdvnb,Zn3Co,Cubic,221,118.899,45.999,122.23393306365098
mp-cdvto,ScOs3,Cubic,221,258.846,85.493,231.04237516052208
mp-blu,TmPd3,Cubic,221,132.296,50.923,135.39681444180695
mp-cdwtc,Ge2O3,Cubic,221,178.568,103.527,260.28068730083487
mp-cdxqv,K3In,Cubic,221,6.339,3.261,8.350988015082144
mp-cdxuz,Na3Tl,Cubic,221,11.861,4.995,13.140402558036376
mp-cdxvg,K3Cd,Cubic,221,5.074,2.625,6.716717095310135
mp-cdymo,Ga3B,Cubic,221,65.049,27.884,73.1935777716999
mp-cdymv,Ga3Bi,Cubic,221,43.085,3.493999999999999,10.20611010252431
mp-cdywv,Pa3Zn,Cubic,221,93.69,38.201,100.89067033961744
mp-cdyyl,BeAu3,Cubic,221,140.648,30.875,86.30945918788743
mp-cdzae,Al3Tl,Cubic,221,49.964,10.322,28.970974271911317
mp-cdzaf,Al3Zn,Cubic,221,78.655,33.527,88.0679042977157
mp-cdzak,Be3Fe,Cubic,221,151.52,99.945,245.79218870884839
mp-cdzay,Er3As,Cubic,221,56.983,18.755,50.70238627018934
mp-cearn,Cr3Cu,Cubic,221,220.871,72.044,194.9370562262389
mp-cearv,BeAg3,Cubic,221,103.296,38.839,103.54007603655582
mp-blx,TmCu,Cubic,221,74.896,28.832,76.65909296307983
mp-cebnm,Ag3Ge,Cubic,221,83.095,17.741,49.68690522645735
mp-cebnp,CoHg3,Cubic,221,63.448,11.284,31.95749145951952
mp-ceboe,AcEr3,Cubic,221,37.45,20.758,52.56245980707396
mp-cebtr,Ag3Hg,Cubic,221,79.37,22.963,62.82978243633006
mp-bly,CeZn,Cubic,221,35.292,21.92,54.48062349369308
mp-blz,ZnCu,Cubic,221,116.179,45.918,121.718233760505
mp-cevrj,TiN,Cubic,221,258.929,68.67,189.27738473985076
mp-cevtb,TiRu3,Cubic,221,247.859,100.073,264.6072937391098
mp-cevuj,TiAl3,Cubic,221,102.749,65.989,163.059496812172
mp-cewci,NbNi3,Cubic,221,198.862,31.581,89.97981014284417
mp-cewgk,Pd3N,Cubic,221,133.636,38.555,105.5174697756125
mp-cewgo,Pd3Au,Cubic,221,159.176,46.576,127.31067189718071
mp-cewns,YTi,Cubic,221,48.406,17.122,45.94842791671801
mp-brc,Mo3Ir,Cubic,223,282.393,107.926,287.1913792326498
mp-qrf,Zr3Au,Cubic,223,117.118,53.078,138.33599427345015
mp-rwh,Ti3As,Cubic,223,126.897,44.714,120.04243514298139
mp-buz,V3Ge,Cubic,223,184.157,42.108,117.37775233232253
mp-bvj,Cr3Ga,Cubic,223,217.363,121.695,307.6671429817624
mp-bvk,Mo3Pt,Cubic,223,265.997,83.581,226.9702954642389
mp-bwy,Cr3Ru,Cubic,223,265.536,105.327,279.0810784014369
mp-bxb,SiMo3,Cubic,223,251.363,129.281,331.08226454033985
mp-cav,Nb3Ge,Cubic,223,171.519,20.09,58.005282719252136
mp-cci,Ti3Sb,Cubic,223,119.611,20.295,57.625781279673355
mp-cec,Nb3Ir,Cubic,223,218.977,102.506,266.01035669581546
mp-chl,Nb3Rh,Cubic,223,201.402,86.842,227.78645239693915
mp-chv,V3Sb,Cubic,223,171.734,80.374,208.58217363359165
mp-cis,V3Rh,Cubic,223,216.564,105.892,273.15501094782314
mp-ciz,V3Co,Cubic,223,208.895,109.487,279.6107183986894
mp-cjs,Pt3O4,Cubic,223,213.174,58.894,161.78327243934845
mp-cjx,Cr3Ir,Cubic,223,275.177,107.47,285.2724163318153
mp-cks,Zr3Hg,Cubic,223,105.27,58.772,148.6519799670032
mp-cma,V3Pd,Cubic,223,194.62,77.739,205.8136085755873
mp-cqs,Ti3Au,Cubic,223,137.742,71.311,182.44773434846047
mp-cwi,Nb3Os,Cubic,223,232.709,84.517,226.17026256765524
mp-cze,V3Ir,Cubic,223,239.084,123.848,316.83590189989303
mp-daz,Nb3Sb,Cubic,223,173.865,82.544,213.79783963624266
mp-bepp,Cr3Ge,Cubic,223,229.213,133.08,334.50303253610554
mp-bfow,V3Sn,Cubic,223,162.896,5.122,15.206617541159552
mp-dhb,V3Pt,Cubic,223,219.134,96.288,251.96005164988256
mp-bhka,V3Ga,Cubic,223,168.668,52.731,143.26342679803486
mp-dlz,Ti3Pt,Cubic,223,157.855,56.112,150.5031138599562
mp-dmo,Ti3Hg,Cubic,223,118.442,68.833,172.98810982202426
mp-bkml,UH3,Cubic,223,108.814,61.069,154.33486918822948
mp-dut,V3Si,Cubic,223,192.13,52.199,143.59294360862188
mp-jz,AlMo3,Cubic,223,224.498,120.006,305.570211584121
mp-dyl,Nb3Pt,Cubic,223,203.6,81.716,216.22085034858398
mp-ebw,Nb3Au,Cubic,223,184.705,64.46,173.228401891444
mp-lg,V3As,Cubic,223,195.129,111.483,280.9449348702054
mp-btoe,SnMo3,Cubic,223,216.251,102.767,266.14221664493294
mp-btog,ZrMo3,Cubic,223,193.868,33.7,95.56278587494961
mp-btro,Zr3Sn,Cubic,223,103.006,39.314,104.63064247901426
mp-qa,Cr3Os,Cubic,223,279.999,116.816,307.6622795217038
mp-re,Cr3Pt,Cubic,223,242.7,85.42,229.35257399941
mp-uv,Ta3Sb,Cubic,223,187.381,85.474,222.57882721732133
mp-bgigs,Nb3Bi,Cubic,223,158.674,66.883,175.93011351525587
mp-bgkcf,Ta3Au,Cubic,223,200.678,65.069,176.16657553331345
mp-bgkgs,Nb3Tl,Cubic,223,154.29,26.551,75.33183927538867
mp-bgmhz,Nb3Te,Cubic,223,170.078,85.959,220.6963403092623
mp-bklop,Ba4Si23,Cubic,223,74.091,34.907,90.507235527646
mp-bmgpd,VGe3,Cubic,223,86.695,19.052,53.25491876748692
mp-kry,V3Ni,Cubic,223,202.988,96.268,249.38068473353454
mp-bcb,Cr3Si,Cubic,223,246.829,154.873,384.2525123447552
mp-bev,Mo3Os,Cubic,223,290.754,122.068,321.24730567115546
mp-bgh,V3Au,Cubic,223,186.748,75.505,199.61284981966153
mp-cgdcp,SiO2,Cubic,224,275.987,133.326,344.5029266576995
mp-pxy,Cd3As2,Cubic,224,45.328,14.071,38.25459059678118
mp-roq,Ag2O3,Cubic,224,125.939,21.458,60.91438622002379
mp-bfiv,Cd3P2,Cubic,224,53.243,21.626,57.14150733092553
mp-bhwl,Bi2O3,Cubic,224,107.798,21.406,60.23119458236659
mp-bwsl,Tb2O3,Cubic,224,134.172,50.448,134.48835118022626
mp-nx,Cu2O,Cubic,224,111.715,7.888,23.119849343940675
mp-bmhyd,Y2O3,Cubic,224,135.747,57.501,151.15977084705062
mp-bmyzg,Sm2O3,Cubic,224,126.271,52.094,137.38846959088622
mp-bmznw,Ho2O3,Cubic,224,137.137,54.669,144.76974741889805
mp-lpt,Zn3As2,Cubic,224,56.943,22.843,60.446221141930685
mp-lpu,Zn3P2,Cubic,224,70.323,30.525,79.9998599344083
mp-lyz,Mg3P2,Cubic,224,57.133,38.966,95.24493286430727
mp-bkl,Au2S,Cubic,224,66.577,5.8,16.908979180756187
mp-bmm,BaTe,Cubic,225,28.286,16.564,41.57642065823983
