material_id,formula_pretty,symmetry.crystal_system,symmetry.number,bulk_modulus.vrh,shear_modulus.vrh,youngs_modulus_vrh
mp-betyx,BaZrS3,Orthorhombic,62,69.975,33.616,86.92793574798495
mp-bewau,YbMgGe,Orthorhombic,62,48.382,40.06,94.18510350636589
mp-icn,CaMgSi,Orthorhombic,62,50.491,40.749,96.33194863751287
mp-ids,BaCO3,Orthorhombic,62,51.872,21.914,57.62691979947052
mp-bfnlj,CaCO3,Orthorhombic,62,72.622,29.508,77.96441737611875
mp-bfqpn,SrDy2O4,Orthorhombic,62,113.78,63.877,161.42295495993503
mp-bfqpw,KClO3,Orthorhombic,62,15.73,8.247,21.060443205801178
mp-bftcb,K3PO4,Orthorhombic,62,36.838,19.669,50.091790771452494
mp-bfxbp,SrEr2O4,Orthorhombic,62,120.303,68.24,172.16698740996713
mp-iiv,SrZnO2,Orthorhombic,62,92.231,50.077,127.20833027205678
mp-bghtx,CsPbBr3,Orthorhombic,62,11.602,5.511,14.273075824094057
mp-bgiwm,CaAlAu,Orthorhombic,62,66.363,29.879,77.93988982303206
mp-ikw,GdScO3,Orthorhombic,62,162.616,80.921,208.22415431220756
mp-iky,TbRhO3,Orthorhombic,62,185.684,68.207,182.2997146654426
mp-bgkcx,Ca2CdSb2,Orthorhombic,62,28.687,19.747,48.18482251814607
mp-bgkmh,NiTePd,Orthorhombic,62,120.245,37.576,102.0934271963365
mp-bgkqu,CaCdAu,Orthorhombic,62,53.32,22.156,58.38158799885787
mp-bgmfp,CaInPt,Orthorhombic,62,72.999,28.849,76.47302501956861
mp-bgnim,K2CuBr3,Orthorhombic,62,15.253,7.497,19.3248773659306
mp-ioq,NaUO3,Orthorhombic,62,83.733,53.954,133.24323384662776
mp-isy,Ba2ZrF8,Orthorhombic,62,48.085,23.193,59.941705156227606
mp-itn,TlNO3,Orthorhombic,62,21.657,8.29,22.055783704836134
mp-bjiad,CaInPd,Orthorhombic,62,60.927,22.758,60.714462919445936
mp-bjoui,AlHO2,Orthorhombic,62,144.446,113.213,269.28591290108335
mp-bmhaz,TiSiRh,Orthorhombic,62,187.886,89.044,230.6888731090145
mp-bnppe,K2ZnH4,Orthorhombic,62,16.778,11.148,27.379888357568067
mp-klu,ScNiGe,Orthorhombic,62,124.163,63.254,162.21547475920437
mp-kwu,MgCuP,Orthorhombic,62,91.308,48.485,123.58096523360079
mp-kyv,SmAlO3,Orthorhombic,62,179.771,110.879,275.9115128777346
mp-kzr,Ba(ZnAs)2,Orthorhombic,62,51.414,28.814,72.83556378376015
mp-bqwlk,BiOF,Orthorhombic,62,44.218,27.419,68.1671492256658
mp-bqwrc,LiCuS,Orthorhombic,62,38.109,15.988,42.07942468633695
mp-bqwuv,LiCuS,Orthorhombic,62,26.248,16.527,40.98000717951948
mp-bqwwu,SbOF,Orthorhombic,62,19.518,13.074,32.062950075389516
mp-brbhe,DyAlO3,Orthorhombic,62,191.925,113.32,284.0544032390309
mp-brwfb,SrSc2O4,Orthorhombic,62,141.067,81.465,204.94388049720013
mp-bsgan,CeScO3,Orthorhombic,62,160.352,87.319,221.71275406553775
mp-lnh,CaZrS3,Orthorhombic,62,68.832,36.572,93.20813573156484
mp-lrv,BaCdO2,Orthorhombic,62,78.484,36.031,93.7469861317283
mp-mlu,ZrCoP,Orthorhombic,62,199.308,115.332,290.0491721121168
mp-mol,CaSbPt,Orthorhombic,62,81.669,35.587,93.22078279293214
mp-bxatu,CaMgPb,Orthorhombic,62,36.51,25.863,62.767817907868206
mp-mys,NaLiTe,Orthorhombic,62,24.832,15.62,38.73765546628789
mp-nhn,CaSiPt,Orthorhombic,62,102.152,40.756,107.91609220879464
mp-nqv,ScSiPt,Orthorhombic,62,149.146,61.333,161.81768332314536
mp-omz,HfCoAs,Orthorhombic,62,177.383,92.377,236.1390630958519
mp-cearq,AgAsS,Orthorhombic,62,46.738,14.032,38.266461003850985
mp-owv,VCoB3,Orthorhombic,63,296.493,203.341,496.51603010285316
mp-cfsit,Ti2ZnN,Orthorhombic,63,147.64,95.909,236.51296207145492
mp-cfsjs,Hf3ZnN,Orthorhombic,63,149.253,92.143,229.25192462891414
mp-cfsjx,Ti3ZnN,Orthorhombic,63,145.73,94.61,233.33515927040241
mp-cgild,LuAlGe,Orthorhombic,63,84.386,58.396,142.3517069400489
mp-cgiwc,LaSi2Ag,Orthorhombic,63,87.646,55.061,136.5818372196139
mp-cgiwf,TmSi2Ni,Orthorhombic,63,116.907,64.624,163.70723545967806
mp-cgiwu,TmCoSi2,Orthorhombic,63,123.961,57.852,150.19145740514503
mp-cgiwz,ThSi2Ni,Orthorhombic,63,132.143,76.034,191.39328954436647
mp-cgixg,SmSi2Ni,Orthorhombic,63,101.226,68.458,167.59347542833805
mp-cgiyn,SmSi2Rh,Orthorhombic,63,122.727,44.065,118.06466841400523
mp-cgjam,TmGa2Ni,Orthorhombic,63,100.012,56.193,141.9866682499179
mp-cgjci,LuGa2Ni,Orthorhombic,63,103.459,57.495,145.52718566512266
mp-cgjck,PrSi2Ag,Orthorhombic,63,91.203,56.773,141.05130204127343
mp-cgory,LiV2N3,Orthorhombic,63,147.437,66.596,173.64357351736172
mp-cgovg,LiTi2N3,Orthorhombic,63,134.345,71.603,182.4033164538027
mp-pjh,K2CuSb,Orthorhombic,63,17.39,8.653,22.26593607681305
mp-cjjkr,YbGa2Ni,Orthorhombic,63,69.78,36.326,92.8637032393575
mp-qwe,TmGa2Pd,Orthorhombic,63,100.437,49.426,127.38260422481805
mp-qwn,ScGa2Ni,Orthorhombic,63,101.551,60.478,151.38241453615277
mp-qxr,CaGa3Ni2,Orthorhombic,63,90.845,38.686,101.63153203029361
mp-qye,YGa2Ni,Orthorhombic,63,91.18,51.773,130.6002504049946
mp-qzu,Y2(Al3Co)3,Orthorhombic,63,106.898,76.465,185.22959351292556
mp-rlk,YbSmSe3,Orthorhombic,63,51.516,16.855,45.59266535591559
mp-rrx,CaSn2Ir,Orthorhombic,63,75.338,38.941,99.65327516748128
mp-rry,CaSn2Pd,Orthorhombic,63,58.694,22.729,60.391544401466724
mp-rrz,CaSn2Rh,Orthorhombic,63,66.913,32.392,83.67404190776861
mp-sig,ErSi2Ni,Orthorhombic,63,126.591,65.384,167.34148512996538
mp-sru,MgSeO4,Orthorhombic,63,60.907,39.538,97.51357062706121
mp-sxp,ScAl2Ni,Orthorhombic,63,95.155,65.059,158.95117682384088
mp-sxq,YbAl2Ni,Orthorhombic,63,63.701,42.116,103.53136684403928
mp-tjq,YAl2Ni,Orthorhombic,63,93.804,57.961,144.1857861291263
mp-tzs,CaNiGe2,Orthorhombic,63,74.289,35.772,92.47327345063968
mp-tzt,SrNiGe2,Orthorhombic,63,66.576,37.748,95.24329882598663
mp-uaa,Na2ZnGe,Orthorhombic,63,23.139,15.794,38.59966781284107
mp-uca,ScSiPt2,Orthorhombic,63,173.75,72.253,190.37077950743299
mp-vvv,Ca3MnN3,Orthorhombic,63,88.138,50.938,128.130346393871
mp-vxv,TaTe5Pt,Orthorhombic,63,20.983,12.991,32.305917526994996
mp-wjo,RbFe2Se3,Orthorhombic,63,20.081,8.887,23.233597902502535
mp-diszd,BiPO4,Orthorhombic,63,71.431,40.169,101.48394082810006
mp-wrc,SrMgF4,Orthorhombic,63,54.98,27.75,71.26085941148996
mp-xfg,K2CuAs,Orthorhombic,63,22.329,9.944,25.975954868648532
mp-xfh,Na2CuAs,Orthorhombic,63,31.898,18.43,46.3611620693281
mp-ykj,YAl2Co,Orthorhombic,63,93.21,44.624,115.44846743602237
mp-ykt,HoAl2Ni,Orthorhombic,63,97.439,57.089,143.2839036507673
mp-ylg,TbAl2Ni,Orthorhombic,63,90.658,55.21,137.6811018264952
mp-ylh,TmAl2Ni,Orthorhombic,63,100.232,59.378,148.75881419930346
mp-bbii,Mn5SiC,Orthorhombic,63,205.196,116.345,293.55386023037624
mp-bdoa,CaIn2Cu,Orthorhombic,63,45.357,32.042,77.8045775520037
mp-bdox,SrIn4Pd,Orthorhombic,63,47.85,24.856,63.56208448630097
mp-becl,NaAuO2,Orthorhombic,63,40.105,13.28,35.879708072906915
mp-behr,SrIn4Ni,Orthorhombic,63,47.444,27.899,69.97997664350207
mp-beij,SrIn2Ir,Orthorhombic,63,58.263,26.933,70.01108659937934
mp-bejt,SrIn2Pt,Orthorhombic,63,55.359,26.311,68.13811589600182
mp-besg,LiCeSn2,Orthorhombic,63,47.381,27.191,68.47432257550166
mp-bfcq,SrIn2Pd,Orthorhombic,63,47.596,23.163,59.78990986496014
mp-bfct,CaIn2Pt,Orthorhombic,63,66.9,26.547,70.33733646648801
mp-bfgm,SrIn4Pt,Orthorhombic,63,52.456,26.341,67.69233659755375
mp-bgqi,YIn2Ni,Orthorhombic,63,84.822,40.977,105.88086313095927
mp-bhpt,CaIn2Pd,Orthorhombic,63,59.191,25.46,66.80207522914993
mp-bjix,NaHO,Orthorhombic,63,33.109,24.155,58.28971878492412
mp-bjjy,NaGaH4,Orthorhombic,63,13.991,8.089,20.345946845911072
mp-fvagi,CaSn2O5,Orthorhombic,63,122.592,44.726,119.62959725771026
mp-bonk,Ba(SiNi)2,Orthorhombic,63,62.603,37.793,94.38567304811127
mp-bpca,Co(BW)3,Orthorhombic,63,331.967,203.68,507.2899179296772
mp-bpcb,V3AsC,Orthorhombic,63,190.279,76.549,202.49280110938454
mp-bptw,MgTi2O5,Orthorhombic,63,162.509,72.047,188.31213263482576
mp-brbr,Al2Fe3Si4,Orthorhombic,63,173.637,105.494,263.1826934682833
mp-bred,Ca2AuN,Orthorhombic,63,59.67,26.965,70.30471634907148
mp-brws,ZrNiH3,Orthorhombic,63,166.689,69.397,182.82007079815403
mp-brzs,YAlGe,Orthorhombic,63,81.107,56.76,138.0717202355364
mp-ems,MgAl2Cu,Orthorhombic,63,76.205,48.745,120.53473653374674
mp-enf,MgGeO3,Orthorhombic,63,161.312,45.242,124.12212438158804
mp-btgw,SrCuSn2,Orthorhombic,63,47.714,24.239,62.18660907749386
mp-btms,CeAl4Ni,Orthorhombic,63,89.025,64.291,155.4521480025108
mp-btzk,YAlSi,Orthorhombic,63,87.972,63.155,152.8807046176518
mp-budi,ErAl2Ni,Orthorhombic,63,93.639,57.442,143.0708299232472
mp-eqi,ErCoSi2,Orthorhombic,63,124.346,59.572,154.10614458288066
mp-bukm,KClO2,Orthorhombic,63,17.963,7.959,20.804353463329452
mp-eqx,Na2SO4,Orthorhombic,63,42.966,23.265,59.12367599219258
mp-ffl,NaBF4,Orthorhombic,63,28.014,12.385,32.3828441204227
mp-fio,YAl4Ni,Orthorhombic,63,92.48,59.11,146.18462397860645
mp-fxe,KCuO2,Orthorhombic,63,34.178,17.182,44.147963212937285
mp-fyf,BaPdS2,Orthorhombic,63,39.963,12.375,33.65147829341318
mp-gel,DySi2Ni,Orthorhombic,63,111.364,66.451,166.2798812512015
mp-gfk,NdFeSi2,Orthorhombic,63,113.322,81.325,196.87865359098583
mp-ghf,CaIrO3,Orthorhombic,63,154.842,70.601,183.8591593733824
mp-git,LaSi2Pt,Orthorhombic,63,117.105,61.786,157.63468442342187
mp-giy,TbNiGe2,Orthorhombic,63,95.826,42.414,110.88257877123424
mp-gmx,MgSiO3,Orthorhombic,63,199.288,108.878,276.31400111497544
mp-gnm,CaSO4,Orthorhombic,63,64.243,31.298,80.77640965597895
mp-gqa,BMo2C,Orthorhombic,63,316.049,172.69,438.249733270761
mp-gxt,SrHfO3,Orthorhombic,63,154.945,91.224,228.77486763095283
mp-gyt,NaTaO3,Orthorhombic,63,127.767,47.441,126.64785004248485
mp-hca,CaPtO3,Orthorhombic,63,147.319,68.474,177.86476694009573
mp-hhq,TiAl2O5,Orthorhombic,63,184.787,94.223,241.60427871948738
mp-hjd,TbCoSi2,Orthorhombic,63,125.927,61.752,159.2285378708766
mp-bdaos,Ca2InN,Orthorhombic,63,44.387,30.063,73.57776692765769
mp-hqc,HoSi2Ni,Orthorhombic,63,128.804,66.265,169.6944477850653
mp-hqw,NdCoSi2,Orthorhombic,63,119.87,62.859,160.51870070940114
mp-hsp,NdNiGe2,Orthorhombic,63,100.569,47.553,123.23546616560728
mp-beujd,CsCuO,Orthorhombic,63,13.66,6.941,17.806943511195506
mp-bffqg,RbPO3,Orthorhombic,63,23.454,14.52,36.10858273838977
mp-idh,PrSi2Ni,Orthorhombic,63,106.474,68.41,169.02931439386128
mp-bfmne,CsCuO2,Orthorhombic,63,29.967,12.092,31.975220613179335
mp-bghcn,LuAlSi,Orthorhombic,63,93.387,65.957,160.16427123408778
mp-bgkhl,DyAl2Ni,Orthorhombic,63,92.155,55.971,139.64211921994007
mp-bglqt,KTmI3,Orthorhombic,63,17.864,7.948,20.764505167370817
mp-bgnla,TmAlSi,Orthorhombic,63,92.341,65.876,159.66072063202284
mp-bgrzz,CsAuSe,Orthorhombic,63,10.009,4.7620000000000005,12.330498778349478
mp-iop,SrCuO2,Orthorhombic,63,86.243,41.969,108.33391709622279
mp-ipx,TaAgS3,Orthorhombic,63,82.882,36.596,95.70241075297466
mp-iqp,TiPO4,Orthorhombic,63,102.75,63.424,157.80319312085322
mp-bkqgk,BaMgH4,Orthorhombic,63,36.372,28.352,67.51367951814241
mp-kmf,KAuS,Orthorhombic,63,13.02,6.053,15.72253097776694
mp-ktw,ScUS3,Orthorhombic,63,79.572,39.135,100.86863815498234
mp-bqwqk,TiCuGe,Orthorhombic,63,127.282,71.103,179.8241930416007
mp-bqxxu,ZnSeO4,Orthorhombic,63,63.922,30.51,78.96642903417374
mp-brafw,Ti3NO4,Orthorhombic,63,183.115,75.836,199.91071747222003
mp-lfg,MgSO4,Orthorhombic,63,72.292,48.378,118.66392734511072
mp-lfi,AlBMo,Orthorhombic,63,211.148,134.6,333.03389805792375
mp-brhuq,CdSeO4,Orthorhombic,63,52.257,20.744,54.95970972593865
mp-lhv,Na2CuP,Orthorhombic,63,34.554,20.74,51.84683236603912
mp-lhz,K2AgSb,Orthorhombic,63,17.264,9.354,23.76912805416544
mp-mdz,LaYbS3,Orthorhombic,63,54.948,19.623,52.606707085820226
mp-mmw,K2CuP,Orthorhombic,63,21.887,10.978,28.216435157034933
mp-mnj,CdSO4,Orthorhombic,63,62.326,26.036,68.56111628343676
mp-bxcgs,SrNiSn2,Orthorhombic,63,57.57,27.429,71.0095871869051
mp-bxdtl,K2SbAu,Orthorhombic,63,16.33,8.023,20.68195516811955
mp-mvm,Ca3CrN3,Orthorhombic,63,85.654,51.84,129.41214836691472
mp-myg,DyCoSi2,Orthorhombic,63,127.501,61.207,158.29163950102543
mp-net,CuAgS,Orthorhombic,63,46.958,15.031,40.745526326929856
mp-nio,RbAuS,Orthorhombic,63,12.48,6.133,15.809298418745554
mp-njh,Ca3VN3,Orthorhombic,63,87.062,50.486,126.92416767627508
mp-nou,Li4TiO4,Orthorhombic,63,79.937,43.617,110.71421722977263
mp-ocl,NdMnSi2,Orthorhombic,63,106.828,74.2,180.7515338853361
mp-oia,K2NiP2,Orthorhombic,63,20.879,13.474,33.26605633876838
mp-oip,K2PAu,Orthorhombic,63,21.569,9.22,24.210310441381363
mp-okh,RbAuSe,Orthorhombic,63,10.503,5.168,13.319397333478747
mp-cdkhl,LuSi2Ni,Orthorhombic,63,128.819,63.787,164.25049079388066
mp-ols,BaSb2Pd,Orthorhombic,63,54.789,21.62,57.32036981079322
mp-omc,K2AgP,Orthorhombic,63,22.143,11.106,28.545578409750437
mp-cduvo,SmNiGe2,Orthorhombic,63,99.958,44.624,116.5311036000209
mp-cdxkx,HoGa2Pd,Orthorhombic,63,97.878,48.755,125.437373893437
mp-oqb,KAuSe,Orthorhombic,63,13.45,5.715,15.017925757082384
mp-cehvu,LaMnN3,Orthorhombic,63,135.546,49.111,131.45656151522002
mp-cehxx,YWN3,Orthorhombic,63,144.802,69.624,180.0195425510386
mp-cesvj,BaAgO2,Orthorhombic,63,67.271,27.745,73.17499305186489
mp-cesxc,CsAuO2,Orthorhombic,63,25.856,10.8,28.44019554589897
mp-cesxm,BaCuO2,Orthorhombic,63,76.627,34.529,90.05969194432889
mp-cesxt,NaCuO2,Orthorhombic,63,48.702,22.051,57.47813185297074
mp-oub,NbNiB,Orthorhombic,63,230.082,138.977,347.05375396726816
mp-cgexq,Ba2CuH6,Orthorhombic,64,30.978,23.505,56.280464535078465
mp-cgpol,Sr2CrN3,Orthorhombic,64,88.705,46.392,118.5151732281197
mp-xvv,Pr2CuO4,Orthorhombic,64,124.593,50.075,132.47710361350843
mp-fhu,Mg(BC)2,Orthorhombic,64,157.751,104.546,256.8888565296929
mp-cbzc,La2CuO4,Orthorhombic,64,120.072,51.158,134.38814894475587
mp-cgisz,Pr(Re2Si)2,Orthorhombic,65,165.622,103.392,256.7494450986076
mp-pfo,YSi3Ni,Orthorhombic,65,120.066,85.329,206.95941082358647
mp-ciycv,NdSiNi4,Orthorhombic,65,167.643,62.88,167.67588808237412
mp-ciycx,TbSiNi4,Orthorhombic,65,151.371,72.048,186.54708401420856
mp-cktbd,UReB4,Orthorhombic,65,276.868,213.715,509.9376738142273
mp-vfs,Yb2(NiB2)3,Orthorhombic,65,166.869,119.842,290.082234449568
mp-bfhb,Mn2SnS4,Orthorhombic,65,42.268,29.863,72.51203862970505
mp-ewpfx,CuTeO4,Orthorhombic,65,67.337,37.194,94.23210803285885
mp-fyztd,Li2HfO3,Orthorhombic,65,124.693,45.772,122.34586070772727
mp-bpfp,Ce(Re2Si)2,Orthorhombic,65,177.68,97.153,246.52654878743502
mp-bpuo,Li2MnBr4,Orthorhombic,65,19.113,11.927,29.6198244304565
mp-bqxt,Li2MgBr4,Orthorhombic,65,19.912,12.262,30.520965804605687
mp-brxi,Al2B2Ru3,Orthorhombic,65,230.449,103.58,270.2501824444257
mp-bubo,Lu2NiSn6,Orthorhombic,65,65.165,38.649,96.80819822416974
mp-fas,Ho2Ni2Pb,Orthorhombic,65,74.964,28.014,74.73279979122677
mp-fqj,Al(FeB)2,Orthorhombic,65,224.5,133.097,333.40377970659455
mp-fxk,BaCu3O4,Orthorhombic,65,77.551,32.974,86.64217141329759
mp-gap,Er2(NiB2)3,Orthorhombic,65,194.285,139.105,336.9080479874231
mp-bfbco,UCdO4,Orthorhombic,65,114.796,40.843,109.53821798349561
mp-bfbxm,Na2UO4,Orthorhombic,65,42.279,24.83,62.294949659451284
mp-bgkls,Ce(SiAu2)2,Orthorhombic,65,94.876,27.788,75.94914662501279
mp-bgkmt,Y2InNi2,Orthorhombic,65,77.414,40.912,104.35305399884314
mp-bglpo,Tb2Mg3Ni2,Orthorhombic,65,48.67,23.537,60.80857880115839
mp-iuk,SrCu2O3,Orthorhombic,65,96.447,44.756,116.28131167894355
mp-bijbz,AlPO4,Orthorhombic,65,233.171,172.168,414.48794060212396
mp-bkpph,NaH2Pd3,Orthorhombic,65,108.766,34.066,92.53699871241301
mp-bkqpd,TiFeH2,Orthorhombic,65,176.085,73.984,194.6855878812232
mp-bmkon,SbRhO4,Orthorhombic,65,187.689,94.281,242.27587135124776
mp-bmkue,TaAlO4,Orthorhombic,65,208.145,120.083,302.1445879280286
mp-bmnhd,AlSbO4,Orthorhombic,65,197.857,120.349,300.18353434138277
mp-bqvvt,ZrTi2O,Orthorhombic,65,133.961,72.906,185.1328611109356
mp-bqwjr,Mg3ZnO4,Orthorhombic,65,155.464,99.01,245.01578657309312
mp-bqwpf,Nb3O7F,Orthorhombic,65,212.133,90.785,238.35294732144826
mp-bqwqp,Sb3O7F,Orthorhombic,65,169.58,105.424,261.9824953595457
mp-bqxah,Ta3O7F,Orthorhombic,65,233.926,118.214,303.51509950828785
mp-bqxdf,CeTh3O8,Orthorhombic,65,184.155,82.439,215.2041669370487
mp-bqyck,HfZrO4,Orthorhombic,65,204.4,98.032,253.55955187618102
mp-bqyeo,Li2CeO3,Orthorhombic,65,95.497,38.795,102.50442698117965
mp-bqyih,NaCu2O3,Orthorhombic,65,69.185,36.587,93.31227054337229
mp-bqzhn,Ca3CdO4,Orthorhombic,65,109.381,63.525,159.6654621388523
mp-bqzti,ZnReO4,Orthorhombic,65,150.108,65.836,172.31593419094855
mp-brgwf,Nb3O7F,Orthorhombic,65,188.369,60.171,163.1420902238684
mp-brgwh,CaCd3O4,Orthorhombic,65,120.187,49.517,130.61343722657642
mp-ljw,Al(CrB)2,Orthorhombic,65,227.31,178.062,423.58238097563697
mp-lro,Mn2AlB2,Orthorhombic,65,199.942,155.272,370.0295167196841
mp-mdr,Zn(PtO2)3,Orthorhombic,65,193.672,63.614,172.00914551292988
mp-mds,Mg(PtO2)3,Orthorhombic,65,187.744,69.992,186.76677199853452
mp-mdw,Cd(PtO2)3,Orthorhombic,65,192.406,71.033,189.7483823117897
mp-bxihe,Ca2SnS4,Orthorhombic,65,42.206,26.896,66.55127990932424
mp-bxjqu,LiTi3O4,Orthorhombic,65,193.852,81.153,213.6458720252781
mp-mzj,Lu2(NiB2)3,Orthorhombic,65,202.613,141.073,343.4969846136797
mp-cdoex,KTi2F7,Orthorhombic,65,83.985,38.463,100.10686491539781
mp-cdtsm,SmGa2Co,Orthorhombic,65,93.932,39.1,103.00742545871559
mp-ceswj,CaAgO2,Orthorhombic,65,97.227,39.248,103.77962543022822
mp-cesxp,CdAuO2,Orthorhombic,65,113.831,28.905,79.94796271848121
mp-cesxj,MgCuO2,Orthorhombic,67,136.108,63.634,165.16272263209862
mp-bizzh,Pb(ClO2)2,Orthorhombic,68,16.556,9.506,23.9367293743874
mp-rhu,Cs2Pd3Se4,Orthorhombic,69,15.031,5.749,15.296781617560281
mp-rhv,Rb2Pd3S4,Orthorhombic,69,18.72,7.235,19.22790125404212
mp-use,Cs2Pt3S4,Orthorhombic,69,20.277,6.76,18.251729964048465
mp-vfm,Cs2Pt3Se4,Orthorhombic,69,15.169,6.519,17.106454445854
mp-bsai,NiGePt2,Orthorhombic,69,195.587,57.888,158.06937155568377
mp-fza,Rb2Pt3S4,Orthorhombic,69,22.197,8.082,21.621809569724
mp-bdavs,Cs2Pd3S4,Orthorhombic,69,18.92,6.469,17.421457242720905
mp-ned,Ca2B4Rh5,Orthorhombic,69,156.278,81.829,209.0074186171942
mp-nee,Sr2B4Rh5,Orthorhombic,69,146.854,79.667,202.40078611918983
mp-vqk,Y(BIr)2,Orthorhombic,70,197.034,43.85,122.46511248094343
mp-bjhi,NaH2N,Orthorhombic,70,13.017,10.054,23.986483290907238
mp-boff,InOF,Orthorhombic,70,135.341,57.034,150.02763665380286
mp-eyu,LiBIr,Orthorhombic,70,163.719,69.518,182.695424226156
mp-hbm,Na2SO4,Orthorhombic,70,42.716,21.97,56.263970210101384
mp-hpt,Na2SeO4,Orthorhombic,70,37.641,21.775,54.76469565249669
mp-iij,Ag2SO4,Orthorhombic,70,48.044,11.243,31.28835544971842
mp-kgx,Sr(BIr)2,Orthorhombic,70,165.802,67.481,178.2593029366935
mp-bqxng,Cu2OF2,Orthorhombic,70,24.57,10.449,27.455024061597683
mp-mmh,Ca(BRh)2,Orthorhombic,70,151.502,52.405,140.9619455683542
mp-bwpgx,LiCuS,Orthorhombic,70,42.412,15.398,41.207144047001414
mp-owt,Co2B4Mo,Orthorhombic,71,312.139,184.439,462.26762865970295
mp-oxo,Hf3(NiGe)4,Orthorhombic,71,157.766,87.552,221.6538459267184
mp-pea,Zr3(CuSi)4,Orthorhombic,71,148.032,84.654,213.30214345531914
mp-peb,Hf3(CuSi)4,Orthorhombic,71,155.079,84.106,213.68738541494108
mp-ped,U2CrN3,Orthorhombic,71,225.315,98.863,258.74520088202496
mp-cgiod,Ho2B4C,Orthorhombic,71,165.827,135.007,318.56770737310427
mp-cgiqo,Er2B4C,Orthorhombic,71,167.373,137.312,323.4764851625899
mp-cgivr,Tb2B4C,Orthorhombic,71,160.424,128.824,304.86702483543576
mp-pox,Y2AlSi2,Orthorhombic,71,84.925,53.174,131.977105137539
mp-poy,Ho2AlSi2,Orthorhombic,71,88.264,54.353,135.2887205752871
mp-puj,Ba3(AlGe)2,Orthorhombic,71,33.114,21.056,52.12076160733567
mp-puk,Ca3(AlGe)2,Orthorhombic,71,45.848,34.119,82.01296265357125
mp-pul,Sr3(AlGe)2,Orthorhombic,71,40.325,29.986,72.08927504454793
mp-cjwtd,U(FeB3)2,Orthorhombic,71,201.105,194.582,441.38869802743966
mp-qll,TiTeAs,Orthorhombic,71,77.175,60.194,143.3202758476479
mp-crlsc,Nb4B20Mo11,Orthorhombic,71,303.254,195.691,483.1473673019115
mp-sjm,K(USe3)2,Orthorhombic,71,36.136,22.025,54.91753313961957
mp-twp,Dy2AlCo2,Orthorhombic,71,82.859,30.594,81.72372565201974
mp-uap,Tb2ZnNi2,Orthorhombic,71,70.66,31.218,81.63214713936793
mp-dbisu,YSnF5,Orthorhombic,71,55.059,20.038,53.610399686850414
mp-xgs,Fe2B4Mo,Orthorhombic,71,322.925,169.103,431.9164941013008
mp-bdri,TbGe2Pt,Orthorhombic,71,111.302,52.781,136.72990754279303
mp-bhaf,Na2PtO2,Orthorhombic,71,73.912,27.803,74.11578159726537
mp-boqp,NbPS,Orthorhombic,71,139.088,72.998,186.3866920462936
mp-bouc,Na2Pd3O4,Orthorhombic,71,94.869,34.888,93.23497096355186
mp-bqlf,Ta(ICl)2,Orthorhombic,71,3.984,2.594,6.394229616389386
mp-bqyj,Li5Br2N,Orthorhombic,71,26.516,16.903,41.82226759701817
mp-brcn,OsCl2O,Orthorhombic,71,36.377,22.51,55.9826834344923
mp-brky,Ba2PdO3,Orthorhombic,71,86.049,44.286,113.40327982065448
mp-btca,Ca2GaCu2,Orthorhombic,71,53.652,25.146,65.24485888383788
mp-erj,Sc3FeC4,Orthorhombic,71,174.3,121.834,296.4338716431892
mp-fux,Th2MnN3,Orthorhombic,71,197.985,101.138,259.2664037330257
mp-glr,Sr2PdO3,Orthorhombic,71,97.839,55.987,141.0553494008652
mp-gzf,Li2CuO2,Orthorhombic,71,84.8,43.976,112.48385661045124
mp-hdh,CeAl5Ni2,Orthorhombic,71,96.912,61.918,153.13983378609063
mp-hnf,Sc3CoC4,Orthorhombic,71,177.226,121.093,295.88853083546917
mp-bdaoi,Rb7Au5O2,Orthorhombic,71,14.598,7.755,19.765027643601233
mp-betrs,K2PdO2,Orthorhombic,71,54.425,17.436,47.26103391603168
mp-ibw,Sr2CuO3,Orthorhombic,71,96.649,53.877,136.3035260976546
mp-idj,Ag2PdO2,Orthorhombic,71,84.084,16.27,45.85255628961501
mp-bfrxh,RbPS3,Orthorhombic,71,8.701,3.385,8.989282589527944
mp-bgjaz,Dy2B4C,Orthorhombic,71,164.005,132.338,312.8628247321627
mp-bgnhs,Ba(NiP2)2,Orthorhombic,71,93.31,49.484,126.1517979199427
mp-irt,Ca2CuO3,Orthorhombic,71,112.399,61.191,155.3768308307479
mp-bikgq,Y2AlNi2,Orthorhombic,71,68.417,34.404,88.3952607373099
mp-klw,Sr3(AlSi)2,Orthorhombic,71,43.146,31.93,76.83596512319667
mp-kxs,Sr3(AlSn)2,Orthorhombic,71,36.254,25.252,61.48144277463548
mp-kxt,Ba3(AlSn)2,Orthorhombic,71,31.429,20.566,50.650129522084754
mp-ldk,NbPSe,Orthorhombic,71,127.788,74.558,187.2558194102926
mp-brahy,Na2CuO2,Orthorhombic,71,67.632,24.372,65.27511104070965
mp-lgq,Li2PdO2,Orthorhombic,71,91.447,43.646,112.96581891083596
mp-brskb,Li5SbS4,Orthorhombic,71,38.444,24.406,60.43007897637007
mp-lsy,K2PtS2,Orthorhombic,71,35.048,17.968,46.03679719280005
mp-mfh,TlPS3,Orthorhombic,71,10.753,5.047,13.092626360370987
mp-mfz,KPS3,Orthorhombic,71,10.254,4.41,11.571171954964177
